Code,Description,Category,Price Excl.,Price Incl.,Avg Cost,Last Cost,Qty On Hand,Active
.,.,,0.0000,0.0000,0.0000,0.0000,-1.0000,No
F3000-00006,0 x 6 Hammer Drive Screws Brass,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1636-02540,1 Flat Washer Imperial E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1635-02540,1 Flat Washer Imperial S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1637-02540,1 Flat Washer Imperial Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1810-1,1 inch BSP Dowty Sealing Washer (34 x 43 x 2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6030-2511,1 inch Gas Pipe Plug BSP SLOTTEX Yellow HDPE Slottex Plug,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-2540,1 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-2540,1 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-2540,1 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6000-2540,1 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1078-2540,1 inch x 14 TPI Half Lock Nut Brass Imperial (Customer Special),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0650-10212,1 inch x 2 1/2 inch UNC Hex Bolt S/C SAE5 DIN931,Fastners,41.0630,47.2220,32.8500,32.8500,30.0000,Yes
F1225-3810,1.1/2 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-3810,1.1/2 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-3810,1.1/2 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-3170,1.1/4 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-3170,1.1/4 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-3170,1.1/4 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0740-31700465,1.1/4 x 465 Liner Bolt UNC Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-2860,1.1/8 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-2860,1.1/8 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-2860,1.1/8 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-4450,1.3/4 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-4450,1.3/4 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-4450,1.3/4 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016012,1.6 x 12 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016016,1.6 x 16 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016020,1.6 x 20 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016025,1.6 x 25 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-016025,1.6 x 25mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016032,1.6 x 32 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-016032,1.6 x 32mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5523-016040,1.6 x 40 Split Pin St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-016040,1.6 x 40mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-016050,1.6 x 50mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1636-01270,1/2 Flat Washer Imperial E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1635-01270,1/2 Flat Washer Imperial S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1637-01270,1/2 Flat Washer Imperial Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1810-1/2,1/2 inch BSP Dowty Sealing Washer (21.54 x 28.58 x 2.34),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6070-BSP0120,1/2 inch BSP Grease Nipple Button Head Industrial,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6014-0120,1/2 inch Gas Pipe Plug BSP DIN906,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-1270,1/2 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-1270,1/2 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,-100.0000,Yes
F1231-1270,1/2 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1281-1/2UNC,1/2 inch Nyloc Nut GR2 E/G,Fastners,0.0000,0.0000,2.2300,2.2300,30.0000,Yes
F6000-1270,1/2 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1812-1/2,1/2 inch Washer BSW Black FlatDIN126,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0650-1202,1/2 inch x 2 inch UNC Hex Bolt S/C SAE5 DIN931,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0650-1205,1/2 inch x 5 inch UNC Hex Bolt S/C SAE5 DIN931,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
FSET-B5-1/201,1/2 X 1 X 1/4 Set Screw High Tensile Grade 8.8 S/C DIN933,Fastners,5.2250,6.0100,4.1800,4.1800,-300.0000,No
F0890-1212,1/2 x 1.1/2 UNC Set Screw Grade 5 SAE5,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0891-12114,1/2 x 1.1/4 Inch UNC Set Screw Grade 5 E/G SAE5,Fastners,4.3350,4.9850,3.5600,3.5600,-200.0000,Yes
F0890-12114,1/2 X 1.1/4 UNC Set Screw Grade 5 SAE5,Fastners,0.0000,0.0000,3.2600,2.7400,-200.0000,Yes
FSET-I28-12114,1/2 X 11/4 UNC Set Screw S/C,Fastners,5.0000,5.7500,3.7500,3.7500,800.0000,No
FSET-I28-1/2X50S,1/2 X 50 UNC Set Screw S/C,Fastners,0.0000,0.0000,4.9700,4.9700,500.0000,No
F0525-12060,1/2 x 6 GR 5 High Tensile UNC Bolt,Fastners,12.6370,14.5330,10.1100,10.1100,30.0000,Yes
F1636-00640,1/4 Flat Washer Imperial E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1635-00640,1/4 Flat Washer Imperial S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1637-00640,1/4 Flat Washer Imperial Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1810-1/4,1/4 inch BSP Dowty Sealing Washer (13.74 x 20.57 x 2.03),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6060-BSP0140/90,1/4 inch BSP Grease Nipple 90Angle DIN71412C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6070-BSP0140,1/4 inch BSP Grease Nipple Button Head Industrial,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6065-BSP0140,1/4 inch BSP Grease Nipple Button Head Standard,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6050-BSP0140,1/4 inch BSP Grease Nipple Straight BS790,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6015-0140,1/4 inch Gas Pipe Plug BSP St/St DIN906 St/St,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6050-NPT0140,1/4 inch NPT Grease Nipple Straight DIN71412A,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1225-0640,1/4 inch Nut BSW Mild Steel S/C BS1083,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1228-0640,1/4 inch Nut UNC Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1231-0640,1/4 inch Nut UNF Grade 5 S/C SAE J995,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6000-0640,1/4 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6000-0140,1/4 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3201412UNC,1/4 x 1/2 UNC Set Screw,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
FP-A61-1/8,1/8 BSP Grease Nipple 45 Degree Angle DIN71412B,Fastners,3.9250,4.5100,2.9500,2.9500,-99.0000,No
FP-A5-1/8,1/8 BSP Grease Nipple Straight BS790,Fastners,3.5000,4.0300,3.1600,5.2610,192.0000,No
F6060-0180,1/8 inch BSP Grease Nipple 45degreeAngle DIN71412B,Fastners,0.0000,0.0000,2.9500,2.9500,100.0000,Yes
F6070-BSP0180,1/8 inch BSP Grease Nipple Button Head Industrial,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6065-BSP0180,1/8 inch BSP Grease Nipple Button Head Standard,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6050-BSP0180,1/8 inch BSP Grease Nipple Straight BS790,Fastners,0.0000,0.0000,1.7000,1.7000,100.0000,Yes
F6014-0180,1/8 inch Gas Pipe Plug NPT DIN906,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6066-BSP0180/90,1/8 inch Grease Nipple 90degreeAngle DIN71412C,Fastners,0.0000,0.0000,2.8900,2.8900,10.0000,Yes
F6050-NPT0180,1/8 inch NPT Grease Nipple Straight DIN71412A,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F6000-0180,1/8 inch Taper Pipe Plug BSPT BS21,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
LH-A08-1006036,10 mm 6x36 fibre core steel wire rope,Lifting & Hydraulics,25.2700,29.0600,18.5900,18.5900,30.0000,No
F2890-10038,10 x 38 Countersunk Slot Steel Woodscrew S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100100,10.0 x 100mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100125,10.0 x 125mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100140,10.0 x 140mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100056,10.0 x 56mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100063,10.0 x 63mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100071,10.0 x 71mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100080,10.0 x 80mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-100090,10.0 x 90mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1811-10,10.00mm Dowty Washer,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
D-Z11-1001.622S,100 X 1.6 X 22 Slitting Saw SOMTA,Drills,0.0000,0.0000,716.5100,716.5100,1.0000,No
HB-E50-10020,100 X 20 Bullet Hinge,Hardware & Bulding,42.7800,49.2000,32.0700,32.0720,6.0000,No
F1575-100051060,100 x 51 x 6 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5567-10,10mm E Clip DIN6799,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-10,10mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-10,10mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-10B13,10mm Lockbolt Pin BRAZIER (13-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0034-10CS,10mm Standard Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1790-10,10mm Starlock Fixing Washer Uncapped (Retaining) Open,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1791-10,10mm Starlock Fixing WasherCapped Nicle Plated Closed,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-100100,10mm x 100mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-100020,10mm x 20mm Dowel Pin Solid HRC66,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-100028,10mm x 28mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,3.3000,3.3000,60.0000,Yes
F5510-100032,10mm x 32mm Dowel Pin Solid HRC67,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-100060,10mm x 60mm Dowel Pin Solid HRC68,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-110,110mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
HB-F75-01,110mm Throw Over Catch,Hardware & Bulding,80.0000,92.0000,60.0000,52.1000,20.0000,No
A-H80-BA01,115 mm Flapper Disc BD Silver P60,,25.5390,29.3700,15.2300,13.2000,600.0000,No
A-K18-1150122SA001567,115 X 1 X 22mm Steel Cutting Inox SAIT (Long Life),Abrasives,0.0000,0.0000,16.2500,16.2500,20.0000,No
A-K21-SAIT11506,115 X 6mm A30Q SAIT Grinding Disc INOX,Abrasives,0.0000,0.0000,24.0600,24.0600,60.0000,No
A-H81-PC01,115 X A60 Flapper Disc Steelox PSF Polifan PFERD,Abrasives,41.2520,47.4400,33.0000,33.0000,0.0000,No
A-H80-01,115mm P60 Flapper Disc Zirconia Volker,Abrasives,25.5650,29.4000,18.0000,20.4500,0.0000,No
A-H80-BB02,115X22mm P120 Flapper Disc Silver Angled Zirconia Bulldog,Abrasives,32.3130,37.1600,28.8500,28.8500,-30.0000,No
A-H80-BB01,115X22mm P80 Flapper Disc Silver Angled Zirconia Bulldog,Abrasives,32.3130,37.1600,20.4300,20.4300,-10.0000,No
F2890-12100,12 x 100 Countersunk Slot Steel Woodscrew S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2890-12075,12 x 75 Countersunk Slot Steel Woodscrew S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1811-12,12.00mm Dowty Washer,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
SH-GD025,12.5mm Gun Drill,Sharpening,30.0000,34.5000,0.0000,0.0000,-3.0000,Yes
A-K17-A02,125 X 2.5 X 22 A30C Cutting Disc Steel,Abrasives,24.8700,28.6000,18.6500,18.6500,25.0000,No
F5557-125,125mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5567-12,12mm E Clip DIN6799,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-12,12mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-12,12mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1790-12,12mm Starlock Fixing Washer Uncapped (Retaining),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-120024,12mm x 24mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-120028,12mm x 28mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-120032,12mm x 32mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-120045,12mm x 45mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-120080,12mm x 80mm Dowel Pin Solid HRC69,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-130160,13.0 x 160mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5520-130080,13.0 x 80mm Split Pin,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0035-13CF,13mm Flanged Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B06,13mm Lockbolt Pin BRAZIER (06-13),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B13,13mm Lockbolt Pin BRAZIER (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B19,13mm Lockbolt Pin BRAZIER (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B25,13mm Lockbolt Pin BRAZIER (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B32,13mm Lockbolt Pin BRAZIER (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B38,13mm Lockbolt Pin BRAZIER (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B44,13mm Lockbolt Pin BRAZIER (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B51,13mm Lockbolt Pin BRAZIER (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B57,13mm Lockbolt Pin BRAZIER (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B63,13mm Lockbolt Pin BRAZIER (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B70,13mm Lockbolt Pin BRAZIER (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-13B76,13mm Lockbolt Pin BRAZIER (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C06,13mm Lockbolt Pin CSK (06-13),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C13,13mm Lockbolt Pin CSK (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C19,13mm Lockbolt Pin CSK (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C25,13mm Lockbolt Pin CSK (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C32,13mm Lockbolt Pin CSK (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C38,13mm Lockbolt Pin CSK (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C44,13mm Lockbolt Pin CSK (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C51,13mm Lockbolt Pin CSK (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C57,13mm Lockbolt Pin CSK (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C63,13mm Lockbolt Pin CSK (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C70,13mm Lockbolt Pin CSK (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-13C76,13mm Lockbolt Pin CSK (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0034-13CS,13mm Standard Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14115,14 x 115 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14125,14 x 125 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14020,14 x 20 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14025,14 x 25 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14040,14 x 40 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14050,14 x 50 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14060,14 x 60 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14065,14 x 65 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14080,14 x 80 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3002-14090,14 x 90 Topspeed Roofing Screw Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1575-140072050,140 x 72 x 5 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1575-140072080,140 x 72 x 8 Disc Spring Washer S/C DIN2093,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5550-145,145mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-14,14mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
A-G79-CA01,155mm Grit 60 Flapper Disc Aluminium Oxide CH (Brown),Abrasives,18.3740,21.1300,11.4400,11.4400,80.0000,No
F5550-15,15mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-15,15mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1811-16,16.00mm Dowty Washer,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
D-E38-D1152165,16.5 X 12.5 X 86 X 152 HSS (M2) Reduced Shank Silver & Deming Drill Bright,Drills,254.1570,292.2800,190.6200,190.6200,2.0000,No
D-B16-D1135165,16.5X87X133mm Jobber Drill Steam Homo M2 SS DIN338/N,Drills,317.3500,364.9500,261.1400,261.1360,1.0000,No
F5550-16,16mm External Circlip Din471,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0035-16CF,16mm Flanged Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5557-16,16mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B06,16mm Lockbolt Pin BRAZIER (06-13),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B13,16mm Lockbolt Pin BRAZIER (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B19,16mm Lockbolt Pin BRAZIER (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B25,16mm Lockbolt Pin BRAZIER (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B32,16mm Lockbolt Pin BRAZIER (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B38,16mm Lockbolt Pin BRAZIER (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B44,16mm Lockbolt Pin BRAZIER (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B51,16mm Lockbolt Pin BRAZIER (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B57,16mm Lockbolt Pin BRAZIER (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B63,16mm Lockbolt Pin BRAZIER (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B70,16mm Lockbolt Pin BRAZIER (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0032-16B76,16mm Lockbolt Pin BRAZIER (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0033-16B13,16mm Lockbolt Pin BRAZIER E/G (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C13,16mm Lockbolt Pin CSK (12-19),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C19,16mm Lockbolt Pin CSK (18-25),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C25,16mm Lockbolt Pin CSK (24-31),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C32,16mm Lockbolt Pin CSK (31-37),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C38,16mm Lockbolt Pin CSK (37-43),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C44,16mm Lockbolt Pin CSK (44-50),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C51,16mm Lockbolt Pin CSK (50-57),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C57,16mm Lockbolt Pin CSK (57-63),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C63,16mm Lockbolt Pin CSK (63-70),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C70,16mm Lockbolt Pin CSK (70-77),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0030-16C76,16mm Lockbolt Pin CSK (77-83),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0034-16CS,16mm Standard Lockbolt Collar,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1790-16,16mm Starlock Fixing Washer Uncapped (Retaining),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-160036,16mm x 36mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-160040,16mm x 40mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5510-160060,16mm x 60mm Dowel Pin Solid HRC60,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
HT-A48-17,17 X 1/2 Inch DR Long Impact,Hand Tools,98.5480,113.3300,73.9100,73.9130,1.0000,No
F5557-17,17mm Internal Circlip DIN472,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
D-E35-D1205180,18 X MT 2X 130 X 228 HSS (M2) Jobber Taper Shank Drill Steam homo DIN 34,Drills,471.5910,542.3300,353.6900,353.6900,1.0000,No
A-H80-MA01,180 X 22 Z40 Metalynx Pro Zirconia Flapper Disc,Abrasives,37.3910,43.0000,64.3100,64.3100,0.0000,No
