Code,Description,Category,Price Excl.,Price Incl.,Avg Cost,Last Cost,Qty On Hand,Active
F0840-08012,M8 x 12 Set Screw Brass DIN933,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-08012,M8 x 12 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0782-08012,M8 x 12 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-08012,M8 x 12 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-08012,M8 x 12 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0761-08012,M8 x 12 Set Screw Mild Steel Grade 4.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0762-08012,M8 x 12 Set Screw Mild Steel Grade 4.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0760-08012,M8 x 12 Set Screw Mild Steel Grade 4.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0763-08012,M8 x 12 Set Screw Mild Steel Grade 4.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08012,M8 x 12 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-08012,M8 x 12 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08012,M8 x 12 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08012,M8 x 12 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-08012,M8 x 12 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4541-08012,M8 x 12 Socket Head Cap Screw St/St 316(A4) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2992-0812,M8 x 12 Weld Stud Copper,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-08120,M8 x 120 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0530-08120,M8 x 120 Bolt High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0533-08120,M8 x 120 Bolt High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-08120,M8 x 120 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3011-08120,M8 x 120 Coach Screw E/G DIN571,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F3015-08120,M8 x 120 Coach Screw Stainless Steel 304(A2) DIN571,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F9016-08120,M8 x 120 Fabricated Eye Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08120,M8 x 120 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08120,M8 x 120 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08120,M8 x 120 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-08120,M8 x 120 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F9016-08125,M8 x 125 Fabricated Eye Bolt E/G (Thread to be 100mm) (Leg Length 125mm),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08125,M8 x 125 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080125,M8 x 125OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-08130,M8 x 130 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-08130,M8 x 130 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0706-08130,M8 x 130 Cup Square Bolt & Nut Grade 4.8 E/G SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08130,M8 x 130 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08130,M8 x 130 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08130,M8 x 130 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-08130,M8 x 130 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4591-08014,M8 x 14 Countersunk Cap Screw Gr 10.9 E/G DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4590-08014,M8 x 14 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08014,M8 x 14 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-08140,M8 x 140 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08140,M8 x 140 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08140,M8 x 140 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08140,M8 x 140 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080140,M8 x 140OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2915-08015,M8 x 15 Self-Clinching Stud PFH E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2992-0815,M8 x 15 Weld Stud Copper,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0531-08150,M8 x 150 Bolt High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0600-08150,M8 x 150 Bolt Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08150,M8 x 150 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-08150,M8 x 150 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08150,M8 x 150 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08150,M8 x 150 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8802-08150,M8 x 150NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-08015,M8 x 15NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8805-08015,M8 x 15NB U-Bolt Stainless Steel Gr 304 (A2) (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8806-08015,M8 x 15NB U-Bolt Stainless Steel Gr 316 (A4) (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4651-08016,M8 x 16 Button Head Cap Screw Gr 10.9 E/G ISO7380 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4650-08016,M8 x 16 Button Head Cap Screw Gr 10.9 S/C ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4655-08016,M8 x 16 Button Head Cap Screw St/St 304(A2) ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4656-08016,M8 x 16 Button Head Cap Screw St/St 316(A4) ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2001-08016,M8 x 16 Cheese Head Machine Screw Slotted E/G DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2005-08016,M8 x 16 Cheese Head Machine Screw Slotted Stainless Steel 304(A2) DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2006-08016,M8 x 16 Cheese Head Machine Screw Slotted Stainless Steel 316(A4) DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4591-08016,M8 x 16 Countersunk Cap Screw Gr 10.9 E/G DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4590-08016,M8 x 16 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4600-08016,M8 x 16 Countersunk Cap Screw St/St 304(A2) DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4601-08016,M8 x 16 Countersunk Cap Screw St/St 316(A4) DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2136-08016,M8 x 16 Countersunk Machine Screw Pozi E/G DIN965,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2101-08016,M8 x 16 Countersunk Machine Screw Slotted E/G DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2105-08016,M8 x 16 Countersunk Machine Screw Slotted Stainless Steel 304(A2) DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4611-08016,M8 x 16 Grub Screw Cup Point Gr 45H E/G DIN916 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4610-08016,M8 x 16 Grub Screw Cup Point Gr 45H S/C DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4615-08016,M8 x 16 Grub Screw Cup Point St/St 304(A2) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4616-08016,M8 x 16 Grub Screw Cup Point St/St 316(A4) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5320-08016,M8 x 16 Rivet Solid Round Head Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2915-08016,M8 x 16 Self-Clinching Stud PFH E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0840-08016,M8 x 16 Set Screw Brass DIN933,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-08016,M8 x 16 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.5200,0.5200,0.0000,Yes
F0782-08016,M8 x 16 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-08016,M8 x 16 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-08016,M8 x 16 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0761-08016,M8 x 16 Set Screw Mild Steel Grade 4.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0762-08016,M8 x 16 Set Screw Mild Steel Grade 4.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0760-08016,M8 x 16 Set Screw Mild Steel Grade 4.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0763-08016,M8 x 16 Set Screw Mild Steel Grade 4.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08016,M8 x 16 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-08016,M8 x 16 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08016,M8 x 16 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08016,M8 x 16 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-08016,M8 x 16 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4541-08016,M8 x 16 Socket Head Cap Screw St/St 316(A4) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5500-08016,M8 x 16 Straight-Type Spring Pin ISO8752 (Roll Pin - Sellok),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2992-0816,M8 x 16 Weld Stud Copper,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2993-0816,M8 x 16 Weld Stud Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08160,M8 x 160 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08160,M8 x 160 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08160,M8 x 160 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080160,M8 x 160OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080016,M8 x 16OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-081720,M8 x 17 x 2.0 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1644-081720,M8 x 17 x 2.0 Special Washer St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1527-08,M8 x 18 Disc Spring Washer MECHANICAL YELLOW DIN6796 Belleville,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1526-08,M8 x 18 Disc Spring Washer ZINC YELLOW DIN6796 Belleville,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08018,M8 x 18 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08018,M8 x 18 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08180,M8 x 180 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08180,M8 x 180 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08180,M8 x 180 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080180,M8 x 180OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-081920,M8 x 19 x 2.0 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1644-081920,M8 x 19 x 2.0 Special Washer St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1643-081920,M8 x 19 x 2.0 Special Washer Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1643-081930,M8 x 19 x 3.0 Special Washer Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4045-08,M8 x 1m Threaded Rod Brass,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4011-08,M8 x 1m Threaded Rod EN8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4013-08,M8 x 1m Threaded Rod EN8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4010-08,M8 x 1m Threaded Rod EN8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4021-08,M8 x 1m Threaded Rod Grade 8.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4023-08,M8 x 1m Threaded Rod Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4020-08,M8 x 1m Threaded Rod Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4001-08,M8 x 1m Threaded Rod Mild Steel E/G,Fastners,0.0000,0.0000,10.2200,10.2200,0.0000,Yes
F4003-08,M8 x 1m Threaded Rod Mild Steel HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4000-08,M8 x 1m Threaded Rod Mild Steel S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4050-08,M8 x 1m Threaded Rod Nylon,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4035-08,M8 x 1m Threaded Rod Stainless Steel 304(A2),Fastners,0.0000,0.0000,27.0000,27.0000,0.0000,Yes
F4040-08,M8 x 1m Threaded Rod Stainless Steel 316(A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4651-08020,M8 x 20 Button Head Cap Screw Gr 10.9 E/G ISO7380 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4650-08020,M8 x 20 Button Head Cap Screw Gr 10.9 S/C ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4655-08020,M8 x 20 Button Head Cap Screw St/St 304(A2) ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4656-08020,M8 x 20 Button Head Cap Screw St/St 316(A4) ISO7380,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2001-08020,M8 x 20 Cheese Head Machine Screw Slotted E/G DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2005-08020,M8 x 20 Cheese Head Machine Screw Slotted Stainless Steel 304(A2) DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2006-08020,M8 x 20 Cheese Head Machine Screw Slotted Stainless Steel 316(A4) DIN84,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4591-08020,M8 x 20 Countersunk Cap Screw Gr 10.9 E/G DIN7991 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4590-08020,M8 x 20 Countersunk Cap Screw Gr 10.9 S/C DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4600-08020,M8 x 20 Countersunk Cap Screw St/St 304(A2) DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4601-08020,M8 x 20 Countersunk Cap Screw St/St 316(A4) DIN7991,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2101-08020,M8 x 20 Countersunk Machine Screw Slotted E/G DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2105-08020,M8 x 20 Countersunk Machine Screw Slotted Stainless Steel 304(A2) DIN963,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0706-08020,M8 x 20 Cup Square Bolt & nut Grade 4.8 E/G SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0705-08020,M8 x 20 Cup Square Bolt & Nut Grade 4.8 S/C SANS1143,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0708-08020,M8 x 20 Cup Square Bolt Stainless Steel 304 (A2) DIN603,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4611-08020,M8 x 20 Grub Screw Cup Point Gr 45H E/G DIN916 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4610-08020,M8 x 20 Grub Screw Cup Point Gr 45H S/C DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4615-08020,M8 x 20 Grub Screw Cup Point St/St 304(A2) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4616-08020,M8 x 20 Grub Screw Cup Point St/St 316(A4) DIN916,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2031-08020,M8 x 20 Pan Head Machine Screw Combi E/G ISO7045,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2051-08020,M8 x 20 Pan Head Machine Screw Pozi E/G DIN7985,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2016-08020,M8 x 20 Pan Head Machine Screw Slotted E/G DIN85,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2020-08020,M8 x 20 Pan Head Machine Screw Slotted Stainless Steel 304(A2) DIN85,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2915-08020,M8 x 20 Self-Clinching Stud PFH E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2916-08020,M8 x 20 Self-Clinching Stud PFH Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0840-08020,M8 x 20 Set Screw Brass DIN933,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0790-08020,M8 x 20 Set Screw High Tensile Grade 10.9 S/C DIN933,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0781-08020,M8 x 20 Set Screw High Tensile Grade 8.8 E/G,Fastners,0.0000,0.0000,0.5600,0.5600,32.0000,Yes
F0782-08020,M8 x 20 Set Screw High Tensile Grade 8.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0780-08020,M8 x 20 Set Screw High Tensile Grade 8.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0783-08020,M8 x 20 Set Screw High Tensile Grade 8.8 Y/P,Fastners,0.0000,0.0000,0.6500,0.6400,50.0000,Yes
F0774-08020,M8 x 20 Set Screw High Tensile Grade 8.8 ZnNi DIN933,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0761-08020,M8 x 20 Set Screw Mild Steel Grade 4.8 E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0762-08020,M8 x 20 Set Screw Mild Steel Grade 4.8 HDG,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0760-08020,M8 x 20 Set Screw Mild Steel Grade 4.8 S/C,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0763-08020,M8 x 20 Set Screw Mild Steel Grade 4.8 Y/P,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08020,M8 x 20 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0860-08020,M8 x 20 Set Screw Stainless Steel Grade 316 (A4),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4521-08020,M8 x 20 Socket Head Cap Screw Gr 12.9 E/G DIN912 (NOT CERTIFIED),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4520-08020,M8 x 20 Socket Head Cap Screw Gr 12.9 S/C DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4540-08020,M8 x 20 Socket Head Cap Screw St/St 304(A2) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F4541-08020,M8 x 20 Socket Head Cap Screw St/St 316(A4) DIN912,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F5500-08020,M8 x 20 Straight-Type Spring Pin ISO8752 (Roll Pin - Sellok),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2992-0820,M8 x 20 Weld Stud Copper,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2993-0820,M8 x 20 Weld Stud Stainless Steel,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F2881-08020,M8 x 20 Wood insert Nut (worm screw),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082016,M8 x 20 x 1.6 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1644-082016,M8 x 20 x 1.6 Special Washer St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082020,M8 x 20 x 2.0 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082025,M8 x 20 x 2.5 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082030,M8 x 20 x 3.0 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F9018-08200,M8 x 200 Fabricated Eye Bolt St/St 316 A4,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0070-08200,M8 x 200 Hook Bolt E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8802-08200,M8 x 200NB U-Bolt Mild Steel HDG (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080200,M8 x 200OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8801-08020,M8 x 20NB U-Bolt Mild Steel E/G (for Steel Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F8821-080020,M8 x 20OD U-Bolt Mild Steel E/G (for HDPE Pipes) c/w 2 nuts & 2 Washers,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0065-082158515,M8 x 215 x 85 x 15 Channel Bolts E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F0850-08022,M8 x 22 Set Screw Stainless Steel Grade 304 (A2),Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082212,M8 x 22 x 1.2 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1641-082216,M8 x 22 x 1.6 Special Washer E/G,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1644-082216,M8 x 22 x 1.6 Special Washer St/St A2,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
F1645-082216,M8 x 22 x 1.6 Special Washer St/St A4,Fastners,0.0000,0.0000,0.0000,0.0000,0.0000,Yes
